"Import 3rd Party Listings","Angebote von Drittanbietern importieren"
"Allows importing 3rd Party Listings.","Ermöglicht das Importieren von Angeboten von Drittanbietern."
"Related Store View","Verknüpfte Shop-Ansicht"
"Store View, which will be associated with chosen<br/>Marketplace of the current account.","Shop-Ansicht, die mit dem ausgewählten<br/>Marktplatz des aktuellen Kontos verknüpft wird."
"Product Mapping","Produktzuordnung"
"Maps Amazon product with Magento product.","Verknüpft Amazon-Produkte mit Magento-Produkten."
"Attributes Of Mapping Amazon Items To Magento Products","Attribute für die Zuordnung von Amazon-Artikeln zu Magento-Produkten"
"Product SKU","Produkt-Artikelnummer"
"Custom Attribute","Benutzerdefiniertes Attribut"
"Auto Moving Mapped Amazon Items To M2E Listings","Automatisches Verschieben zugeordneter Amazon-Artikel in M2E-Angebote"
"Moving 3rd Party Listings","Angebote von Drittanbietern verschieben"
"This section allows you automatically move mapped Amazon Items in default created M2E Listing and synchronize their Prices and Quantities with Magento values at once they have been moved.","In diesem Abschnitt können Sie zugeordnete Amazon-Artikel automatisch in vorhandene M2E-Angebote verschieben und nach dem Verschieben deren Preise und Stückzahlen alle auf einmal mit Magento-Werten synchronisieren."
"Move Mapped Amazon Items","Zugeordnete Amazon-Artikel verschieben"
"Automatically moves Amazon Listings from 3rd Party Listings to default created M2E Listing.","Verschiebt Amazon-Angebote von Angeboten von Drittanbietern automatisch in vorhandene M2E-Angebote."
"Immediate Synchronization","Sofortige Synchronisierung"
"Price and QTY","Preis und Stückzahl"
"Price Only","Nur Preis"
"QTY Only","Nur Stückzahl"
"Updates Price and / or Quantity of Amazon Listing with Magento values.","Aktualisiert Preis und/oder Menge des Amazon-Angebots entsprechend den Werten in Magento."
"This tab contains settings of Amazon Orders, Amazon Customers import; Magento Orders and Products creation.<br/>
If you set Import Amazon Orders to <i>Yes</i>, a new Amazon order will be imported to the system and can be found in %1$s > Sales > Orders.<br/><br/>
It is possible to allow auto creation of Magento Orders based on imported Amazon Orders for products listed by Other Software.<br/><br/>
<b>Note:</b> The Product Stock QTY only reduces after Magento Order creation.<br/>
These type of orders can be managed as typical Magento Orders in Magento > Sales > Orders.<br/><br/>
<b>Note:</b> To receive orders from Amazon, Order Synchronization must be enabled in %1$s > Configuration > Synchronization.","Diese Registerkarte enthält Einstellungen von Amazon-Bestellungen, importierten Amazon-Kundendaten, Magento-Bestellungen und Produkterstellungsdaten.<br/>Wenn Sie <i>Ja</i> für „Amazon-Bestellungen importieren“ wählen, werden neue Amazon-Bestellungen in das System importiert. Diese sind anschließend unter %1$s > „Verkäufe“ > „Bestellungen“ zu finden.<br/><br/>Für Produkte, die mit anderer Software eingestellt wurden, können Magento-Bestellungen basierend auf importierten Amazon.com-Bestellungen automatisch erstellt werden.<br/><br/><b>Hinweis:</b> Die Stückzahl der verfügbaren Artikel wird erst nach der Erstellung der Magento-Bestellung reduziert.<br/>Diese Art von Bestellungen kann als typische Magento-Bestellung unter Magento > Verkäufe > Bestellungen verwaltet werden.<br/><br/><b>Hinweis:</b> Um Bestellungen von Amazon übernehmen zu können, muss die Bestellungssynchronisierung unter %1$s > „Konfiguration“ > „Synchronisierung“ aktiviert sein."
"No Customer entry is found for specified ID.","Es wurde kein Kundeneintrag für die eingegebene ID gefunden."
"Import Amazon Orders","Amazon-Bestellungen importieren"
"Allows importing orders from Amazon to M2E Pro.","Ermöglicht das Importieren von Bestellungen aus Amazon in M2E Pro."
"Product Is Listed By M2E Pro","Produkt wurde mit M2E Pro eingestellt"
"Create Order in Magento","Bestellung in Magento erstellen"
"Whether an order has to be created in Magento if a sold product belongs to M2E Pro Listings.","Legen Sie fest, ob eine Bestellung in Magento erstellt werden soll, wenn ein verkauftes Produkt zu den M2E Pro-Angeboten gehört."
"Store View Source","Quelle der Shop-Ansicht"
"Use Store View from Listing","Shop-Ansicht aus Angebot verwenden"
"Choose Store View Manually","Shop-Ansicht manuell auswählen"
"If Store View must be automatically taken from the listing or manually chosen from available Store View values.","Legen Sie fest, ob die Shop-Ansicht automatisch aus dem Angebot übernommen oder manuell aus den verfügbaren Werten für Shop-Ansichten gewählt werden soll."
"Store in which orders will be placed.","Shop, in dem Bestellungen platziert werden."
"Product Is Listed By Any Other Software","Produkt wurde mit anderer Software eingestellt"
"Whether an order has to be created in Magento if a sold product does not belong to M2E Pro Listings.","Legen Sie fest, ob eine Bestellung in Magento erstellt werden soll, wenn ein verkauftes Produkt nicht zu den M2E Pro-Angeboten gehört."
"Product Not Found","Produkt nicht gefunden"
"Do Not Create Order","Bestellung nicht erstellen"
"Create Product and Order","Produkt und Bestellung erstellen"
"What has to be done if a listed product does not exist in Magento.","Legen Sie fest, was geschehen soll, wenn ein eingestelltes Produkt nicht in Magento existiert."
"<b>Note:</b> Only simple products without variations can be created in Magento. If there is a product with variations on Amazon, M2E Pro creates different simple products for each variation.","<b>Hinweis:</b> In Magento können nur einfache Produkte ohne Varianten erstellt werden. Wenn ein Produkt mit Varianten bei Amazon eingestellt ist, erstellt M2E Pro für jede Variante ein anderes einfaches Produkt."
"Product Tax Class","Produkt-Steuerklassen"
"Tax Class which will be used for products created by M2E Pro.","Steuerklasse, die für die von M2E Pro erstellten Produkte verwendet wird"
"QTY Reservation","Stückzahlreservierung"
"Use the Reserve QTY option to prevent the item being sold, before Magento Order created (as the Product Stock QTY only reduces after Magento Order creation). It removes items from Magento Stock at once Amazon Order comes from Amazon.
                Reserve qty will be used when Magento Order is created or released when the term of qty reservation has expired.
                ","Mit der Option „Stückzahl reservieren“ können Sie verhindern, dass der Artikel verkauft wird, bevor die Magento-Bestellung erstellt wurde (da sich die Stückzahl der vorrätigen Produkte erst nach dem Erstellen der Magento-Bestellung verringert). Damit werden Artikel aus dem Magento-Bestand entfernt, sobald Amazon-Bestellungen eintreffen. „Stückzahl reservieren“ wird verwendet, wenn eine Magento-Bestellung erstellt oder freigegeben wird und die Frist für die Stückzahlreservierung abgelaufen ist.                "
"Never","Nie"
"For %d day","Für %d Tag"
"For %d days","Für %d Tage"
"For how many days reserve qty has to be kept while Magento Order is not created.","Gibt an, für wie viele Tage die Stückzahl reserviert bleiben soll, während keine Magento-Bestellung erstellt wird."
"FBA Orders Settings","Einstellungen für FBA-Bestellungen"
"In this block you can manage stock inventory of products fulfilled by Amazon  (FBA Orders).<br/>
                <ul class=list>

                <li><b>Yes</b> - after Magento Order creation of FBA Order, quantity of product reduces in Magento.</li>
                <li><b>No</b> - Magento Order creation of FBA Order does not affect quantity of Magento product.</li>
                </ul>","In diesem Abschnitt können Sie Bestände von Produkten verwalten, bei denen Amazon die Auftragsabwicklung übernimmt (FBA = Fulfillment by Amazon).<br/>                <ul class=list>                <li><b>Ja</b>: Nach der Erstellung einer Magento-Bestellung für eine FBA-Bestellung verringert sich die Stückzahl des Produkts in Magento.</li>                <li><b>Nein</b>: Die Erstellung einer Magento-Bestellung für eine FBA-Bestellung wirkt sich nicht auf die Stückzahl des Produkts in Magento aus.</li>                </ul>"
"Whether an order has to be created in Magento if a sold product is fulfilled by Amazon.","Gibt an, ob eine Bestellung in Magento erstellt werden muss, wenn die Auftragsabwicklung für ein verkauftes Produkt durch Amazon erfolgt."
"Manage Stock","Warenbestand verwalten"
"If <i>Yes</i>, after Magento Order creation qty of Magento product reduces.","Wenn <i>Ja</i>, verringert sich nach dem Erstellen der Magento-Bestellung die Stückzahl des Produkts in Magento."
"Customer Settings","Kundeneinstellungen"
"Customers","Kunden"
"There are several ways to specify a customer for which Magento Orders will be created:
                <ul class=""list"">
                    <li><b>Guest Account</b> - the system does not require a customer account to be created. Default Guest Account will be defined as a customer. <br/>
                    <b>Note:</b> The Guest Checkout option must be enabled in Magento. (<i>Yes</i> must be chosen in the Allow Guest Checkout option in Magento > System > Configuration > Sales > Checkout tab). </li>
                    <li><b>Predefined Customer</b> - the system uses one predefined customer for all Amazon orders related to this account. You will be required
                    to provide an ID of the existing Customer, which you can find in Magento > Customers > Manage Customers table.</li>
                    <li><b>Create New</b> - a new customer will be created in Magento, using Amazon customer data of Amazon Order.
                    <br/><b>Note:</b> A unique customer identifier is his e-mail address. If the one already exists among Magento customers e-mails,
                    the system uses this customer as owner of order and links order to him. A new customer will not be created.</li>
                </ul>","Es gibt verschiedene Möglichkeiten, einen Kunden anzugeben, für den Magento-Bestellungen erstellt werden:                <ul class=""list"">                    <li><b>Gästekonto</b>: Das System verlangt nicht, dass ein Kundenkonto angelegt wird. Standard-Gästekonten werden als Kundenkonten definiert. <br/>                    <b>Hinweis:</b> Die Option für die Kaufabwicklung mit einem Gästekonto muss in Magento aktiviert werden. (Wählen Sie dazu <i>Ja</i> als Wert für die Option „Kaufabwicklung mit Gästekonto erlauben“ unter Magento > „System“ > „Konfiguration“ > „Verkäufe“ > „Kaufabwicklung“). </li>                    <li><b>Vordefinierter Kunde</b>: Das System verwendet für alle mit diesem Konto verbundenen Amazon-Bestellungen einen vordefinierten Kunden. Sie müssen eine ID für das existierende Kundenkonto eingeben. Diese finden Sie in der Tabelle Magento > „Kunden“ > „Kunden verwalten“.</li>                    <li><b>Neu erstellen</b>: In Magento wird mithilfe der Amazon-Kundendaten der Amazon-Bestellung ein neuer Kunde angelegt.                    <br/><b>Hinweis:</b> Eine eindeutige Kunden-ID ist zum Beispiel die E-Mail-Adresse des Kunden. Wenn es unter den Magento-Kunden bereits jemanden mit der angegebenen E-Mail-Adresse gibt, behandelt das System diesen Kunden als Besteller und verknüpft die Bestellung mit dessen Konto. Es wird kein neuer Kunde erstellt.</li>                </ul>"
"Customer","Kunde"
"Guest Account","Gästekonto"
"Predefined Customer","Vordefinierter Kunde"
"Create New","Neu erstellen"
"Customer for which Magento Orders will be created.","Der Kunde, für den Magento-Bestellungen erstellt werden."
"Customer ID","Kunden-ID"
"Enter Magento customer ID.","Geben Sie die Magento-Kunden-ID ein."
"Associate to Website","Website zuordnen"
"-- Please Select --","-- Bitte auswählen --"
"Website in which a customer account will be created.","Die Website, auf der ein Kundenkonto erstellt wird."
"Customer Group","Kundengruppe"
"Customer Group to which a customer will be assigned.","Die Kundengruppe, der ein Kunde zugewiesen wird."
"Send Emails When The Following Is Created","E-Mail senden, wenn folgende Elemente erstellt wurden"
"Customer Account","Kundenkonto"
"Magento Order","Magento-Bestellung"
"Invoice","Rechnung"
"Necessary emails will be sent according to Magento settings in Magento > System > Configuration > Sales Emails.<br/>Hold Ctrl button, to choose more, than one option.","Alle erforderlichen E-Mails werden entsprechend den unter Magento > System > Konfiguration > Verkaufs-E-Mails festgelegten Magento-Einstellungen versendet.<br/>Halten Sie die Strg-Taste gedrückt, um mehrere Optionen gleichzeitig auszuwählen."
"Billing Address","Rechnungsadresse"
"The Amazon does not supply the complete billing buyer information, only the buyer's name and email address. The only way to fill in billing address in the customer's invoice is to use information from shipping address.<br /><br />
You should select the appropriate option how to handle billing address for imported customer:<br />
<ul class=""list"">
<li><strong>Always</strong> - the shipping address is always used as billing address.</li>
<li><strong>Buyer & Recipient have the same name</strong> - the shipping address is used as billing address, only when Buyer's name and Recipient's name are the same. Otherwise, billing address fields will be empty and next message will appear in the city field: ""The Amazon does not supply the complete billing buyer information"".</li>
</ul>","Amazon stellt nicht die vollständigen Abrechnungsinformationen des Käufers bereit, sondern lediglich dessen Namen und E-Mail-Adresse. Die einzige Möglichkeit, in der Kundenrechnung die Rechnungsadresse einzutragen, besteht darin, die Angaben aus der Lieferadresse zu verwenden.<br /><br />Zur Festlegung der Rechnungsadresse bei einem importierten Kunden stehen die folgenden Optionen zur Wahl:<br /><ul class=""list""><li><strong>Immer</strong>: Als Rechnungsadresse wird stets die Lieferadresse verwendet.</li><li><strong>Käufer- und Empfängername sind identisch</strong>: Die Lieferadresse wird nur dann als Rechnungsadresse verwendet, wenn der Käufer- und der Empfängername identisch sind. Andernfalls bleiben die Felder für die Rechnungsadresse leer und im Feld „Ort“ wird die folgende Meldung angezeigt: „Amazon stellt nicht die vollständigen Abrechnungsinformationen des Käufers bereit“.</li></ul>"
"Billing Address Usage","Verwendung der Rechnungsadresse"
"Always","Immer"
"Buyer & Recipient have the same name","Käufer- und Empfängername sind identisch"
"When to use shipping address as billing.","Gibt an, wann als Rechnungsadresse die Lieferadresse zu verwenden ist."
"Order Tax Settings","Besteuerungseinstellungen für Bestellungen"
"This section allows you to choose tax settings for Magento Order:
                    <ul class=""list"">
                        <li><b>Amazon</b> - Magento Order(s) uses tax settings from Amazon Listing(s).</li>
                        <li><b>Magento</b> - Magento Order(s) uses Magento tax settings.</li>
                        <li><b>Amazon & Magento</b> - if there are tax settings in Amazon Order, they are used in Magento Order(s), otherwise, Magento tax settings are used.</li>
                        <li><b>None</b> - Amazon and Magento tax settings are ignored.</li>
                    </ul>
                ","In diesem Abschnitt können Sie die Besteuerungseinstellungen für Magento-Bestellungen auswählen:                    <ul class=""list"">                        <li><b>Amazon</b>: Für Magento-Bestellungen werden die Besteuerungseinstellungen aus Amazon-Angebot(en) verwendet.</li>                        <li><b>Magento</b>: Für Magento-Bestellungen werden die Besteuerungseinstellungen aus Magento verwendet.</li>                        <li><b>Amazon und Magento</b>: Wenn die Amazon-Bestellung Besteuerungseinstellungen enthält, werden diese in Magento-Bestellungen verwendet. Andernfalls werden die Magento-Besteuerungseinstellungen verwendet.</li>                        <li><b>Keine</b>: Die Besteuerungseinstellungen von Amazon und Magento werden ignoriert.</li>                    </ul>                "
"Tax Source","Steuerquelle"
"Magento","Magento"
"Amazon & Magento","Amazon und Magento"
"Order Status Mapping","Zuordnung von Bestellungsstatus"
"In this block you can configure mapping between Amazon Order state and Magento Order statuses.
                Depending on the state of Amazon Order you can either manually determine certain statuses for Magento Order and enable automatic Shipment and Invoice
                creation by selecting appropriate check-boxes, or use predefined default settings. (i.e. Amazon: Order is Shipped -> Magento Order is Complete).<br/>
                ","In diesem Abschnitt wird die Zuordnung des Status von Amazon-Bestellungen zum Status von Magento-Bestellungen konfiguriert. Je nach Status der Amazon-Bestellung können Sie bestimmte Statuseinstellungen von Magento-Bestellungen manuell festlegen und den automatischen Versand und die automatische Rechnungserstellung aktivieren, indem Sie die entsprechenden Kontrollkästchen aktivieren oder die vordefinierten Standardeinstellungen verwenden (z.B. Amazon: Bestellung wurde verschickt -> Magento-Bestellung wurde abgeschlossen).<br/>                "
"Status Mapping","Statuszuordnung"
"Default Order Statuses","Standard-Bestellstatus"
"Custom Order Statuses","Benutzerdefinierter Bestellstatus"
"Order Status is Unshipped / Partially Shipped","Der Bestellstatus lautet „Nicht verschickt/Teilweise verschickt“"
"Automatic Invoice Creation","Automatische Rechnungserstellung"
"Order Status is Shipped","Der Bestellstatus lautet „Verschickt“"
"Automatic Shipment Creation","Automatische Versanderstellung"
"Product Selection","Produktauswahl"
"The number shown next to each category is the quantity of products filtered by
    Attribute Set and Products Filter settings.<br/><br/>
    There are two modes of products addition:
    <ul class=""list"">
        <li><b>All Products</b> - all products, which are included in selected categories, will be added to the Listing.</li>
        <li><b>Select Manually</b> - the list of products of chosen categories will be shown on the next page after the Next button is pressed at the top right corner.</li>
    </ul>
    <b>Note:</b> If a product belongs to different categories, it will be added to the Listing or shown for manual selection only once.<br/><br/>
    Two additional options New Product Added to Category and Product Deleted from Category allow choosing actions,
    which could be automatically done to the products added to selected categories and to the products deleted from selected categories.","Die Zahl neben den einzelnen Kategorien zeigt die Menge der Produkte an, die entsprechend den Einstellungen für Attributset und Produktfilter gefiltert wurden.<br/><br/>    Es gibt zwei Modi für das Hinzufügen von Produkten:    <ul class=""list"">        <li><b>Alle Produkte</b>: Dem Angebot werden alle Produkte hinzugefügt, die in den ausgewählten Kategorien enthalten sind.</li>        <li><b>Manuell auswählen</b>: Die Liste der Produkte aus den ausgewählten Kategorien wird auf der nächsten Seite angezeigt, nachdem Sie rechts oben auf „Weiter“ geklickt haben.</li>    </ul>    <b>Hinweis:</b> Wenn ein Produkt unterschiedlichen Kategorien angehört, wird es trotzdem nur einmal in das Angebot oder die Liste für die manuelle Auswahl übernommen.<br/><br/>    Mithilfe der zwei zusätzlichen Optionen „Neues zu Kategorie hinzugefügtes Produkt“ und „Aus Kategorie gelöschtes Produkt“ können Sie Aktionen wählen, die automatisch für Produkte ausgeführt werden können, die zu ausgewählten Kategorien hinzugefügt oder aus diesen gelöscht wurden."
"Products Addition","Produkte hinzufügen"
"All Products","Alle Produkte"
"Select Manually","Manuell auswählen"
"Mode of products addition from selected categories.","Die Art, auf die Produkte aus ausgewählten Kategorien hinzugefügt werden."
"Add Products Presented in Other Listings","In anderen Angeboten aufgeführte Produkte hinzufügen"
"Actions On Categories' Products","Aktionen für Produkte aus Kategorien"
"New Product Added to Category","Neues zu Kategorie hinzugefügtes Produkt"
"No Action","Keine Maßnahme"
"Add to The Listing","Dem Angebot hinzufügen"
"Actions, which have to be done on products added on categories.","Aktionen, die für zu Kategorien hinzugefügte Produkte ausgeführt werden sollen."
"Product Deleted from Category","Aus Kategorie gelöschtes Produkt"
"Stop on Amazon","Bei Amazon anhalten"
"Stop on Amazon and Delete from Listing","Bei Amazon anhalten und aus Angebot löschen"
"Actions, which have to be done on listed products deleted from categories.","Aktionen, die für aus Kategorien gelöschte Produktangebote ausgeführt werden sollen."
"All Templates","Alle Vorlagen"
"Type Template Name Here...","Geben Sie hier die Vorlagenbezeichnung ein..."
"
This section contains Amazon Listings, which belong to registered Amazon Accounts (%1$s > Configuration > Amazon Accounts) and were listed not by M2E Pro extension.<br/>
Use Amazon Accounts and Marketplaces dropdowns to filter them.
You can map these Listings to existing products in Magento and move them to another M2E Listings for further management. For that use single actions on appropriate Listing record or use mass Actions in the top right corner.<br/><br/>
<b>Note:</b> To import Amazon 3rd Party Listings the 3rd Party Listings Import must be enabled in account's settings
(%1$s > Configuration > Amazon Accounts > General tab) and the 3rd Party Listings Synchronization must be enabled in %1$s > Configuration > Synchronization.","Dieser Abschnitt enthält Amazon-Angebote von registrierten Amazon-Konten (%1$s > „Konfiguration“ > „Amazon-Konten“), die nicht mit M2E Pro eingestellt wurden.<br/>Diese Angebote können mithilfe der Drop-down-Menüs für Amazon-Konten und Marktplätze gefiltert werden. Sie können die Angebote Produkten zuordnen, die in Magento vorhanden sind, und sie zur weiteren Verwaltung in andere M2E-Angebote verschieben. Führen Sie dazu Einzelaktionen am entsprechenden Angebotsdatensatz aus oder verwenden Sie die für mehrere Angebote gleichzeitig durchführbaren Aktionen oben rechts in der Ecke.<br/><br/><b>Hinweis:</b> Um Amazon-Angebote von Drittanbietern importieren zu können, müssen Sie den Import von Angeboten von Drittanbietern in den Kontoeinstellungen (%1$s > „Konfiguration“ > „Amazon-Konten“ > Registerkarte „Allgemeines“) sowie die Synchronisierung von Angeboten von Drittanbietern (%1$s > „Konfiguration“ > „Synchronisierung“) aktivieren."
"Apply Actions On Categories Products to the selected categories.","Aktionen für Produkte aus Kategorien auf die ausgewählten Kategorien anwenden."
"The number shown next to each category is the quantity of products filtered by
    Attribute Set and Products Filter settings.<br/><br/>
    There are two modes of products addition:
    <ul class=""list"">
        <li><b>All Products</b> - all products, which are included in selected categories, will be added to the Listing.</li>
        <li><b>Select Manually</b> - the list of products of chosen categories will be shown on the next page after the Next button is pressed at the top right corner.</li>
    </ul>
    <b>Note:</b> If a product belongs to different categories, it will be added to the Listing or shown for manual selection only once.","Die Zahl neben den einzelnen Kategorien zeigt die Menge der Produkte an, die entsprechend den Einstellungen für Attributset und Produktfilter gefiltert wurden.<br/><br/>    Es gibt zwei Modi für das Hinzufügen von Produkten:    <ul class=""list"">        <li><b>Alle Produkte</b>: Dem Angebot werden alle Produkte hinzugefügt, die in den ausgewählten Kategorien enthalten sind.</li>        <li><b>Manuell auswählen</b>: Die Liste der Produkte aus den ausgewählten Kategorien wird auf der nächsten Seite angezeigt, nachdem Sie rechts oben auf „Weiter“ geklickt haben.</li>    </ul>    <b>Hinweis:</b> Wenn ein Produkt unterschiedlichen Kategorien angehört, wird es trotzdem nur einmal in das Angebot oder die Liste für die manuelle Auswahl übernommen."
"Displayed products have the same Attribute Set as the Listing you are going to add them to.<br/><br/>
    <b>Note:</b> A product can be added to the listing only once. If a product was added to the Listing earlier, it will not be displayed. ","Die angezeigten Produkte verfügen über denselben Attributset wie die Angebote, denen Sie sie hinzufügen möchten.<br/><br/>    <b>Hinweis:</b> Produkte können Angeboten nur einmal hinzugefügt werden. Wenn ein Produkt dem Angebot bereits zuvor hinzugefügt wurde, wird es nicht angezeigt. "
"Enter product name, ASIN, ISBN, UPC or EAN","Geben Sie die Produktbezeichnung, ASIN, ISBN und UPC oder EAN ein."
"There was an error during previous automatic ASIN/ISBN search:","Es ist ein Fehler bei der automatischen ASIN/ISBN-Suche aufgetreten:"
"Assign ASIN/ISBN Manually","ASIN/ISBN manuell zuweisen"
"Allows searching ASIN/ISBN by data that will be specified on the next step.","Ermöglicht die ASIN/ISBN-Suche mithilfe von Daten, die im nächsten Schritt eingegeben werden."
"Assign ASIN/ISBN Automatically","ASIN/ISBN automatisch zuweisen"
"Allows searching ASIN/ISBN by data, that have already been specified in Listing Search settings.","Ermöglicht die ASIN/ISBN-Suche mithilfe von Daten, die bereits zuvor in den Einstellungen für die Angebotssuche eingegeben wurden."
"Add New ASIN/ISBN (Beta)","Neue ASIN/ISBN hinzufügen (Beta)"
"Allows adding a product, which is not present on Amazon. ASIN/ISBN will be generated and returned back by Amazon.","Ermöglicht das Hinzufügen von Produkten, die nicht bei Amazon vorhanden sind. Die ASIN/ISBN wird erzeugt und von Amazon zurückgegeben."
"This section contains Amazon Channel, Product Search, Condition and other settings.<br/>
        <ul class=""list"">
        <li>In the General section you have to specify Amazon Account, which listed items will be related to, and SKU.</li>
        <li>In the Search Settings you have to specify the identifiers, at which products will be searched on Amazon.</li>
        <li>The Condition section allows specifying item(s) condition and making notes to better describe the condition.</li>
        </ul>
        <b>Note:</b> <i>Not Set</i> and <i>Not Set / Not Changeable</i> options are used for the 3rd Party Listings mainly. If these options are chosen, then Amazon will be used as a master record.","Dieser Abschnitt enthält Einstellungen zum Amazon-Channel,  Artikelzustand, zur Produktsuche und mehr.<br/>        <ul class=""list"">        <li>Im Abschnitt „Allgemeines“ müssen Sie das Amazon-Konto, mit dem die eingestellten Artikel in Zusammenhang stehen, und die Artikelnummer angeben.</li>        <li>Geben Sie in den Sucheinstellungen die Identifikatoren ein, mit deren Hilfe die Produkte anschließend bei Amazon gesucht werden.</li>        <li>Im Abschnitt „Zustand“ können sie Angaben zum Zustand der Artikel machen und Anmerkungen für eine bessere Beschreibung des Artikelzustands hinzufügen.</li>        </ul>        <b>Hinweis:</b> Die Optionen <i>Nicht festgelegt</i> und <i>Nicht festgelegt/Nicht änderbar</i> werden hauptsächlich für Angebote von Drittanbietern verwendet. Wenn diese Optionen aktiviert sind, wird Amazon als Masterdatensatz verwendet."
"Must be not more than 2000 characters long.","Diese sollten maximal 2.000 Zeichen lang sein."
"Amazon Account","Amazon-Konto"
"Amazon accounts previously added in Configuration > Accounts.","Zuvor unter Konfiguration > Konten hinzugefügte Amazon-Verkäuferkonten."
"Merchant SKU","Händler-SKU"
"Not Set","Nicht festgelegt"
"Is used to identify products, which you list, in Amazon seller central inventory.
                            <br/><b>Note:</b> If you list a product and M2E Pro find a product with the same <i>Merchant SKU</i> in Amazon inventory, they will be mapped.
                            ","Dient zum Identifizieren der von Ihnen eingestellten Produkte im Warenbestand des Amazon Verkäuferportals.                            <br/><b>Hinweis:</b> Wenn Sie ein Produkt einstellen und M2E Pro im Amazon-Warenbestand ein Produkt mit derselben <i>Händler-SKU</i> findet, werden die Produkte einander zugeordnet.                            "
"SKU Attribute","SKU-Attribut"
"Choose the attribute that contains products identifier.","Wählen Sie das Attribut, das die Produkt-ID enthält."
"Generate Merchant SKU","Händler-SKU erstellen"
"If <i>Yes</i>, then if Merchant SKU of the product you list is found in the 3rd Party or M2E Listings, another one will be automatically created and the product will be listed.
                            <br/>Has to be set to <i>Yes</i>  if you are going to use the same Magento product under different ASINs","Wenn für diese Option <i>Ja</i> festgelegt ist und die Händler-SKU des Produkts, das Sie einstellen, in Angeboten von Drittanbietern oder M2E-Angeboten gefunden wird, wird automatisch eine andere Händler-SKU erstellt und das Produkt wird eingestellt.                            <br/>Muss <i>Ja</i> sein, wenn Sie ein und dasselbe Magento-Produkt unter verschiedenen ASINs verwenden möchten."
"Search Settings","Sucheinstellungen"
"Search Products on Amazon","Nach Produkten bei Amazon suchen"
"Before the list action, each product in listing must have existing ASIN/ISBN assigned.
                This section contains parameters for action ""Assign ASIN/ISBN Automatically","Vor dem Einstellen muss jedem Produkt im Angebot eine vorhandene ASIN/ISBN zugewiesen werden. Dieser Abschnitt enthält Parameter für die Aktion „ASIN/ISBN automatisch zuweisen“."
"ASIN / ISBN Attribute","ASIN/ISBN-Attribut"
"UPC / EAN","UPC/EAN"
"UPC / EAN Attribute","UPC/EAN-Attribut"
"Additional Search by Product Name","Zusätzliche Suche nach Produktbezeichnung"
"If no results are found by ASIN/ISBN and UPC/EAN search criteria, the additional search will be performed by Magento Product Name.","Wenn die Suche mithilfe der Suchkriterien ASIN/ISBN und UPC/EAN erfolglos ist, wird zusätzlich die Suche nach Magento-Produktbezeichnung durchgeführt."
"Additional Settings","Zusätzliche Einstellungen"
"Handling Time Mode","Bearbeitsungszeitmodus"
"Recommended Value","Empfohlener Wert"
"Time that is needed to prepare an item to be shipped.","Die für die Vorbereitung des Artikelversands benötigte Zeit."
"Attribute must contain only numeric value from 1 to 30.","Das Attribut darf nur nummerische Werte zwischen 1 und 30 enthalten."
"Restock Date Mode","Modus Verfügbarkeitsdatum"
"Custom Value","Benutzerdefinierter Wert"
"The date you will be able to ship any back-ordered items to a customer.","Das Datum, an dem Sie einen nicht mehr vorrätigen und nachbestellten Artikel an einen Kunden versenden können."
"Restock Date Custom Value","Benutzerdefinierter Wert für das Verfügbarkeitsdatum"
"Condition Settings","Einstellungen für den Artikelzustand"
"Condition","Zustand"
"Not Set / Not Changeable","Nicht festgelegt/Nicht änderbar"
"Condition of the product(s) you want to list on Amazon.<br/>
                            <b>Note:</b> <i>Not Set / Not Changeable</i>&rlm;&rlm; is used for the 3rd Party Listings mainly. If this option is chosen, Amazon will be used as a master record.","Der Zustand der Produkte, die Sie bei Amazon einstellen möchten.<br/>                            <b>Hinweis:</b> <i>Nicht festgelegt/Nicht änderbar</i>&rlm;&rlm; wird hauptsächlich für die Angebote von Drittanbietern verwendet. Wenn diese Option aktiviert ist, wird Amazon als Masterdatensatz verwendet."
"Condition Value","Werte für den Zustand"
"Collectible - Like New","Sammlerstück – Neuwertig"
"Collectible - Very Good","Sammlerstück – Sehr gut"
"Collectible - Good","Sammlerstück – Gut"
"Collectible - Acceptable","Sammlerstück – Akzeptabel"
"Club","Club"
"Condition Attribute","Attribut für den Artikelzustand"
"Choose the attribute that contains Condition <a href=""%s"" target=""_blank"">identifier</a>.","Wählen Sie das Attribut, das die Zustand-<a href=""%s"" target=""_blank"">ID</a> enthält."
"Condition Note","Beschreibung des Artikelzustands"
"Short description of item(s) condition.<br/>
                            <b>Note:</b> <i>Not Set / Not Changeable</i>&rlm;&rlm; is used for the 3rd Party Listings mainly. If this option is chosen, Amazon will be used as a master record.","Eine kurze Beschreibung des Artikelzustands.<br/>                            <b>Hinweis:</b> <i>Nicht festgelegt/Nicht änderbar</i>&rlm;&rlm; wird hauptsächlich für die Angebote von Drittanbietern verwendet. Wenn diese Option aktiviert ist, wird Amazon als Masterdatensatz verwendet."
"Condition Note Text","Text Beschreibung des Artikelzustands"
"Condition Note Attribute","Attribut Beschreibung des Artikelzustands"
